node,device_type,timestamp,V,I,P,Q,kwh
node3,residential,2025-01-08 18:30:00,228.8,0.006,1.36,0.66,0.3409
node3,residential,2025-01-08 18:45:00,231.9,0.005,1.13,0.56,0.2834
node3,residential,2025-01-08 19:00:00,229.39,0.004,0.95,0.45,0.2372
node3,residential,2025-01-08 19:15:00,239.58,0.006,1.36,0.67,0.3398
node3,residential,2025-01-08 19:30:00,226.03,0.005,1.24,0.59,0.3096
node3,residential,2025-01-08 19:45:00,235.42,0.005,1.12,0.52,0.281
node3,residential,2025-01-08 20:00:00,220.71,0.004,0.98,0.48,0.2455
node3,residential,2025-01-08 20:15:00,225.97,0.005,1.16,0.55,0.29
node3,residential,2025-01-08 20:30:00,220.53,0.007,1.49,0.73,0.3737
node3,residential,2025-01-08 20:45:00,228.98,0.005,1.11,0.53,0.2771
node3,residential,2025-01-08 21:00:00,230.5,0.006,1.48,0.72,0.3707
node3,residential,2025-01-08 21:15:00,226.72,0.006,1.33,0.67,0.3318
node3,residential,2025-01-08 21:30:00,224.11,0.007,1.47,0.71,0.3672
node3,residential,2025-01-08 21:45:00,239.14,0.005,1.19,0.59,0.2967
node3,residential,2025-01-08 22:00:00,218.76,0.002,0.43,0.19,0.1082
node3,residential,2025-01-08 22:15:00,222.99,0.002,0.36,0.2,0.0895
node3,residential,2025-01-08 22:30:00,227.14,0.001,0.29,0.15,0.0715
node3,residential,2025-01-08 22:45:00,230.56,0.001,0.26,0.1,0.0661
node3,residential,2025-01-08 23:00:00,237.89,0.002,0.37,0.19,0.0927
node3,residential,2025-01-08 23:15:00,230.56,0.002,0.46,0.21,0.1159
node3,residential,2025-01-08 23:30:00,222.63,0.002,0.39,0.2,0.0979
node3,residential,2025-01-08 23:45:00,240.07,0.001,0.27,0.12,0.0674
node3,residential,2025-01-09 00:00:00,231.35,0.001,0.34,0.17,0.0851
node3,residential,2025-01-09 00:15:00,237.56,0.002,0.38,0.18,0.0962
node3,residential,2025-01-09 00:30:00,236.67,0.001,0.35,0.19,0.0876
node3,residential,2025-01-09 00:45:00,221.25,0.002,0.34,0.16,0.0857
node3,residential,2025-01-09 01:00:00,236.86,0.002,0.47,0.25,0.1186
node3,residential,2025-01-09 01:15:00,236.12,0.001,0.23,0.15,0.0581
node3,residential,2025-01-09 01:30:00,234.8,0.001,0.33,0.16,0.0831
node3,residential,2025-01-09 01:45:00,232.37,0.001,0.25,0.14,0.0614
node3,residential,2025-01-09 02:00:00,221.07,0.001,0.21,0.11,0.0532
node3,residential,2025-01-09 02:15:00,235.89,0.001,0.29,0.14,0.0732
node3,residential,2025-01-09 02:30:00,221.71,0.001,0.2,0.11,0.0501
node3,residential,2025-01-09 02:45:00,228.55,0.001,0.3,0.14,0.0762
node3,residential,2025-01-09 03:00:00,219.87,0.001,0.26,0.11,0.0641
node3,residential,2025-01-09 03:15:00,228.82,0.002,0.42,0.22,0.1062
node3,residential,2025-01-09 03:30:00,233.7,0.002,0.48,0.19,0.1194
node3,residential,2025-01-09 03:45:00,219.63,0.002,0.44,0.21,0.1101
node3,residential,2025-01-09 04:00:00,230.56,0.001,0.23,0.11,0.0578
node3,residential,2025-01-09 04:15:00,240.02,0.002,0.38,0.2,0.0955
node3,residential,2025-01-09 04:30:00,235.4,0.001,0.31,0.14,0.0764
node3,residential,2025-01-09 04:45:00,225.31,0.002,0.37,0.15,0.0914
node3,residential,2025-01-09 05:00:00,239.47,0.001,0.34,0.19,0.0839
node3,residential,2025-01-09 05:15:00,227.14,0.002,0.46,0.17,0.1143
node3,residential,2025-01-09 05:30:00,233.46,0.001,0.33,0.12,0.0825
node3,residential,2025-01-09 05:45:00,222.68,0.001,0.27,0.16,0.0673
node3,residential,2025-01-09 06:00:00,233.36,0.005,1.11,0.59,0.2773
node3,residential,2025-01-09 06:15:00,236.53,0.004,0.89,0.47,0.2214
node3,residential,2025-01-09 06:30:00,219.86,0.005,1.04,0.54,0.2596
node3,residential,2025-01-09 06:45:00,227.98,0.005,1.09,0.54,0.2721
node3,residential,2025-01-09 07:00:00,224.03,0.005,1.07,0.5,0.2675
node3,residential,2025-01-09 07:15:00,227.95,0.005,1.07,0.52,0.2665
node3,residential,2025-01-09 07:30:00,231.27,0.004,1.04,0.5,0.2596
node3,residential,2025-01-09 07:45:00,230.89,0.005,1.15,0.49,0.2865
node3,residential,2025-01-09 08:00:00,231.52,0.004,0.99,0.5,0.2465
node3,residential,2025-01-09 08:15:00,223.41,0.005,1.17,0.53,0.2932
node3,residential,2025-01-09 08:30:00,222.63,0.005,1.1,0.51,0.276
node3,residential,2025-01-09 08:45:00,229.48,0.005,1.08,0.52,0.2708
node3,residential,2025-01-09 09:00:00,230.57,0.002,0.38,0.18,0.0939
node3,residential,2025-01-09 09:15:00,219.12,0.002,0.5,0.23,0.1243
node3,residential,2025-01-09 09:30:00,228.59,0.002,0.41,0.2,0.1013
node3,residential,2025-01-09 09:45:00,224.24,0.001,0.25,0.15,0.0613
node3,residential,2025-01-09 10:00:00,237.0,0.001,0.2,0.09,0.0508
node3,residential,2025-01-09 10:15:00,227.91,0.002,0.46,0.24,0.1159
node3,residential,2025-01-09 10:30:00,240.7,0.002,0.46,0.24,0.1161
node3,residential,2025-01-09 10:45:00,218.86,0.002,0.47,0.23,0.1177
node3,residential,2025-01-09 11:00:00,223.45,0.002,0.46,0.2,0.1138
node3,residential,2025-01-09 11:15:00,224.68,0.002,0.42,0.14,0.1058
node3,residential,2025-01-09 11:30:00,240.51,0.001,0.24,0.1,0.0606
node3,residential,2025-01-09 11:45:00,231.6,0.002,0.47,0.21,0.1187
node3,residential,2025-01-09 12:00:00,234.02,0.002,0.39,0.16,0.0984
node3,residential,2025-01-09 12:15:00,238.29,0.002,0.5,0.22,0.1248
node3,residential,2025-01-09 12:30:00,220.7,0.002,0.49,0.23,0.1214
node3,residential,2025-01-09 12:45:00,238.89,0.001,0.35,0.21,0.0875
node3,residential,2025-01-09 13:00:00,234.57,0.001,0.27,0.11,0.0669
node3,residential,2025-01-09 13:15:00,222.79,0.002,0.44,0.24,0.1101
node3,residential,2025-01-09 13:30:00,237.28,0.002,0.45,0.22,0.1135
node3,residential,2025-01-09 13:45:00,230.86,0.001,0.26,0.1,0.0656
node3,residential,2025-01-09 14:00:00,234.28,0.001,0.32,0.12,0.0793
node3,residential,2025-01-09 14:15:00,233.24,0.001,0.29,0.14,0.073
node3,residential,2025-01-09 14:30:00,229.14,0.001,0.2,0.07,0.0508
node3,residential,2025-01-09 14:45:00,227.56,0.002,0.35,0.21,0.0873
node3,residential,2025-01-09 15:00:00,227.4,0.001,0.33,0.18,0.0831
node3,residential,2025-01-09 15:15:00,219.13,0.002,0.45,0.22,0.1119
node3,residential,2025-01-09 15:30:00,235.18,0.002,0.44,0.2,0.1091
node3,residential,2025-01-09 15:45:00,226.97,0.002,0.47,0.24,0.1187
node3,residential,2025-01-09 16:00:00,220.37,0.001,0.23,0.11,0.058
node3,residential,2025-01-09 16:15:00,230.34,0.001,0.28,0.14,0.069
node3,residential,2025-01-09 16:30:00,222.48,0.001,0.24,0.14,0.0597
node3,residential,2025-01-09 16:45:00,239.91,0.002,0.41,0.22,0.1014
node3,residential,2025-01-09 17:00:00,226.1,0.001,0.33,0.16,0.0833
node3,residential,2025-01-09 17:15:00,223.94,0.002,0.47,0.23,0.1175
node3,residential,2025-01-09 17:30:00,222.1,0.001,0.3,0.18,0.0739
node3,residential,2025-01-09 17:45:00,239.15,0.001,0.21,0.09,0.0522
node3,residential,2025-01-09 18:00:00,220.7,0.004,0.96,0.5,0.2409
node3,residential,2025-01-09 18:15:00,219.82,0.005,1.02,0.54,0.2538
node3,residential,2025-01-09 18:30:00,235.42,0.005,1.26,0.58,0.3152
node3,residential,2025-01-09 18:45:00,220.52,0.006,1.36,0.66,0.3411
node3,residential,2025-01-09 19:00:00,223.77,0.004,1.0,0.48,0.2509
node3,residential,2025-01-09 19:15:00,235.37,0.006,1.42,0.68,0.3554
node3,residential,2025-01-09 19:30:00,230.96,0.006,1.45,0.7,0.3619
node3,residential,2025-01-09 19:45:00,232.76,0.005,1.12,0.55,0.2789
node3,residential,2025-01-09 20:00:00,239.2,0.006,1.49,0.77,0.3713
node3,residential,2025-01-09 20:15:00,236.17,0.005,1.22,0.56,0.3061
node3,residential,2025-01-09 20:30:00,236.76,0.005,1.2,0.6,0.3004
node3,residential,2025-01-09 20:45:00,234.55,0.006,1.47,0.7,0.3673
node3,residential,2025-01-09 21:00:00,225.08,0.005,1.11,0.54,0.2765
node3,residential,2025-01-09 21:15:00,224.95,0.005,1.15,0.56,0.2864
node3,residential,2025-01-09 21:30:00,226.69,0.006,1.44,0.68,0.3604
node3,residential,2025-01-09 21:45:00,233.57,0.005,1.18,0.57,0.2942
node3,residential,2025-01-09 22:00:00,218.81,0.002,0.46,0.23,0.116
node3,residential,2025-01-09 22:15:00,228.05,0.002,0.46,0.23,0.1143
node3,residential,2025-01-09 22:30:00,236.84,0.001,0.32,0.16,0.079
node3,residential,2025-01-09 22:45:00,223.14,0.002,0.46,0.24,0.1149
node3,residential,2025-01-09 23:00:00,221.99,0.002,0.49,0.23,0.123
node3,residential,2025-01-09 23:15:00,225.26,0.001,0.24,0.11,0.0602
node3,residential,2025-01-09 23:30:00,223.1,0.001,0.26,0.1,0.0644
node3,residential,2025-01-09 23:45:00,229.67,0.001,0.21,0.12,0.0537
node3,residential,2025-01-10 00:00:00,230.13,0.001,0.32,0.14,0.0798
node3,residential,2025-01-10 00:15:00,220.22,0.002,0.41,0.2,0.1017
node3,residential,2025-01-10 00:30:00,238.43,0.001,0.31,0.14,0.0782
node3,residential,2025-01-10 00:45:00,238.37,0.001,0.21,0.13,0.0536
node3,residential,2025-01-10 01:00:00,239.96,0.002,0.39,0.18,0.0971
node3,residential,2025-01-10 01:15:00,237.6,0.002,0.49,0.24,0.1231
node3,residential,2025-01-10 01:30:00,219.34,0.002,0.49,0.21,0.1227
node3,residential,2025-01-10 01:45:00,231.55,0.002,0.46,0.23,0.114
node3,residential,2025-01-10 02:00:00,222.98,0.001,0.31,0.15,0.0783
node3,residential,2025-01-10 02:15:00,224.64,0.002,0.42,0.19,0.1045
node3,residential,2025-01-10 02:30:00,220.36,0.001,0.24,0.12,0.0598
node3,residential,2025-01-10 02:45:00,238.21,0.001,0.24,0.12,0.0603
node3,residential,2025-01-10 03:00:00,223.67,0.002,0.36,0.15,0.0894
node3,residential,2025-01-10 03:15:00,221.88,0.002,0.36,0.16,0.0908
node3,residential,2025-01-10 03:30:00,235.57,0.001,0.23,0.08,0.0571
node3,residential,2025-01-10 03:45:00,239.0,0.001,0.29,0.14,0.0732
node3,residential,2025-01-10 04:00:00,233.5,0.002,0.48,0.24,0.1207
node3,residential,2025-01-10 04:15:00,239.44,0.001,0.32,0.16,0.0796
node3,residential,2025-01-10 04:30:00,220.95,0.001,0.21,0.12,0.0521
node3,residential,2025-01-10 04:45:00,226.49,0.001,0.28,0.15,0.0688
node3,residential,2025-01-10 05:00:00,236.07,0.002,0.37,0.19,0.0929
node3,residential,2025-01-10 05:15:00,240.27,0.001,0.28,0.13,0.0695
node3,residential,2025-01-10 05:30:00,234.38,0.002,0.41,0.19,0.1027
node3,residential,2025-01-10 05:45:00,227.7,0.002,0.46,0.23,0.1142
node3,residential,2025-01-10 06:00:00,234.92,0.004,0.89,0.4,0.2215
node3,residential,2025-01-10 06:15:00,230.65,0.004,0.91,0.46,0.2286
node3,residential,2025-01-10 06:30:00,226.52,0.005,1.19,0.58,0.2982
node3,residential,2025-01-10 06:45:00,224.02,0.004,0.99,0.49,0.247
node3,residential,2025-01-10 07:00:00,234.37,0.004,0.85,0.4,0.2119
node3,residential,2025-01-10 07:15:00,224.15,0.004,0.88,0.41,0.2188
node3,residential,2025-01-10 07:30:00,231.98,0.004,1.03,0.5,0.2585
node3,residential,2025-01-10 07:45:00,230.79,0.004,0.83,0.41,0.2071
node3,residential,2025-01-10 08:00:00,226.16,0.005,1.04,0.53,0.2588
node3,residential,2025-01-10 08:15:00,232.48,0.003,0.8,0.39,0.201
node3,residential,2025-01-10 08:30:00,227.34,0.005,1.07,0.51,0.2681
node3,residential,2025-01-10 08:45:00,232.27,0.005,1.17,0.55,0.292
node3,residential,2025-01-10 09:00:00,224.64,0.002,0.35,0.17,0.0875
node3,residential,2025-01-10 09:15:00,221.59,0.002,0.46,0.21,0.1158
node3,residential,2025-01-10 09:30:00,224.37,0.002,0.49,0.23,0.1226
node3,residential,2025-01-10 09:45:00,237.53,0.002,0.49,0.26,0.1216
node3,residential,2025-01-10 10:00:00,241.1,0.001,0.22,0.1,0.0542
node3,residential,2025-01-10 10:15:00,231.1,0.001,0.32,0.13,0.08
node3,residential,2025-01-10 10:30:00,230.96,0.002,0.5,0.25,0.1243
node3,residential,2025-01-10 10:45:00,235.26,0.002,0.39,0.18,0.0981
node3,residential,2025-01-10 11:00:00,239.86,0.002,0.36,0.18,0.0903
node3,residential,2025-01-10 11:15:00,233.39,0.001,0.25,0.11,0.0636
node3,residential,2025-01-10 11:30:00,238.57,0.002,0.38,0.2,0.0951
node3,residential,2025-01-10 11:45:00,240.65,0.001,0.25,0.11,0.0628
node3,residential,2025-01-10 12:00:00,219.55,0.002,0.37,0.17,0.0936
node3,residential,2025-01-10 12:15:00,233.64,0.002,0.4,0.18,0.1
node3,residential,2025-01-10 12:30:00,223.75,0.002,0.42,0.2,0.1047
node3,residential,2025-01-10 12:45:00,237.89,0.002,0.42,0.22,0.1059
node3,residential,2025-01-10 13:00:00,222.67,0.002,0.44,0.23,0.111
node3,residential,2025-01-10 13:15:00,233.91,0.001,0.34,0.16,0.0844
node3,residential,2025-01-10 13:30:00,235.59,0.002,0.48,0.23,0.1195
node3,residential,2025-01-10 13:45:00,235.61,0.001,0.34,0.16,0.085
node3,residential,2025-01-10 14:00:00,221.99,0.002,0.5,0.26,0.124
node3,residential,2025-01-10 14:15:00,232.49,0.002,0.37,0.18,0.0932
node3,residential,2025-01-10 14:30:00,224.42,0.001,0.24,0.12,0.0605
node3,residential,2025-01-10 14:45:00,220.62,0.002,0.37,0.17,0.0919
node3,residential,2025-01-10 15:00:00,227.73,0.001,0.33,0.13,0.0836
node3,residential,2025-01-10 15:15:00,238.17,0.001,0.27,0.13,0.0667
node3,residential,2025-01-10 15:30:00,227.25,0.002,0.47,0.22,0.1165
node3,residential,2025-01-10 15:45:00,237.05,0.001,0.31,0.11,0.078
node3,residential,2025-01-10 16:00:00,239.81,0.001,0.26,0.15,0.0638
node3,residential,2025-01-10 16:15:00,236.5,0.001,0.31,0.16,0.077
node3,residential,2025-01-10 16:30:00,238.71,0.001,0.32,0.14,0.0802
node3,residential,2025-01-10 16:45:00,220.79,0.001,0.22,0.09,0.0553
node3,residential,2025-01-10 17:00:00,241.44,0.002,0.46,0.21,0.115
node3,residential,2025-01-10 17:15:00,220.93,0.002,0.41,0.17,0.1028
node3,residential,2025-01-10 17:30:00,231.1,0.002,0.47,0.22,0.1182
node3,residential,2025-01-10 17:45:00,227.16,0.001,0.23,0.13,0.0565
node3,residential,2025-01-10 18:00:00,218.65,0.005,1.19,0.6,0.2981
node3,residential,2025-01-10 18:15:00,224.81,0.006,1.4,0.67,0.3499
node3,residential,2025-01-10 18:30:00,232.09,0.005,1.09,0.54,0.2728
node3,residential,2025-01-10 18:45:00,228.07,0.006,1.44,0.69,0.3604
node3,residential,2025-01-10 19:00:00,229.26,0.004,0.94,0.49,0.2356
node3,residential,2025-01-10 19:15:00,233.7,0.006,1.38,0.7,0.3455
node3,residential,2025-01-10 19:30:00,231.51,0.005,1.27,0.63,0.3181
node3,residential,2025-01-10 19:45:00,230.24,0.006,1.43,0.67,0.3576
node3,residential,2025-01-10 20:00:00,238.63,0.005,1.18,0.57,0.2945
node3,residential,2025-01-10 20:15:00,239.84,0.004,0.93,0.44,0.2321
node3,residential,2025-01-10 20:30:00,230.65,0.005,1.22,0.55,0.3054
node3,residential,2025-01-10 20:45:00,220.27,0.005,1.21,0.6,0.3017
node3,residential,2025-01-10 21:00:00,223.47,0.005,1.01,0.5,0.2535
node3,residential,2025-01-10 21:15:00,237.99,0.004,0.94,0.43,0.2355
node3,residential,2025-01-10 21:30:00,231.1,0.005,1.16,0.56,0.2892
node3,residential,2025-01-10 21:45:00,237.28,0.005,1.12,0.55,0.2811
node3,residential,2025-01-10 22:00:00,233.46,0.001,0.27,0.1,0.0687
node3,residential,2025-01-10 22:15:00,236.06,0.002,0.48,0.24,0.1206
node3,residential,2025-01-10 22:30:00,223.42,0.001,0.28,0.14,0.0706
node3,residential,2025-01-10 22:45:00,221.18,0.002,0.47,0.21,0.1185
node3,residential,2025-01-10 23:00:00,236.42,0.002,0.47,0.22,0.1182
node3,residential,2025-01-10 23:15:00,221.07,0.001,0.21,0.12,0.0527
node3,residential,2025-01-10 23:30:00,230.13,0.002,0.43,0.2,0.1072
node3,residential,2025-01-10 23:45:00,239.15,0.002,0.38,0.17,0.0942
node3,residential,2025-01-11 00:00:00,231.44,0.002,0.47,0.24,0.1176
node3,residential,2025-01-11 00:15:00,227.0,0.001,0.27,0.11,0.0664
node3,residential,2025-01-11 00:30:00,220.19,0.002,0.34,0.18,0.0857
node3,residential,2025-01-11 00:45:00,232.5,0.001,0.31,0.14,0.0775
node3,residential,2025-01-11 01:00:00,239.7,0.002,0.42,0.16,0.1054
node3,residential,2025-01-11 01:15:00,227.35,0.001,0.23,0.14,0.0566
node3,residential,2025-01-11 01:30:00,239.74,0.002,0.39,0.21,0.0973
node3,residential,2025-01-11 01:45:00,235.55,0.002,0.46,0.25,0.1157
node3,residential,2025-01-11 02:00:00,239.64,0.002,0.42,0.19,0.1041
node3,residential,2025-01-11 02:15:00,232.98,0.002,0.45,0.26,0.1114
node3,residential,2025-01-11 02:30:00,239.79,0.002,0.44,0.2,0.1097
node3,residential,2025-01-11 02:45:00,227.04,0.002,0.36,0.17,0.0898
node3,residential,2025-01-11 03:00:00,221.52,0.002,0.45,0.23,0.1126
node3,residential,2025-01-11 03:15:00,237.67,0.002,0.4,0.2,0.1005
node3,residential,2025-01-11 03:30:00,237.62,0.001,0.27,0.14,0.0683
node3,residential,2025-01-11 03:45:00,240.74,0.001,0.2,0.09,0.0507
node3,residential,2025-01-11 04:00:00,230.85,0.002,0.38,0.15,0.0946
node3,residential,2025-01-11 04:15:00,232.9,0.001,0.3,0.14,0.0762
node3,residential,2025-01-11 04:30:00,226.9,0.002,0.35,0.15,0.0887
node3,residential,2025-01-11 04:45:00,226.95,0.002,0.4,0.19,0.1005
node3,residential,2025-01-11 05:00:00,234.15,0.001,0.29,0.13,0.0718
node3,residential,2025-01-11 05:15:00,232.73,0.001,0.34,0.13,0.0849
node3,residential,2025-01-11 05:30:00,221.5,0.002,0.4,0.21,0.1002
node3,residential,2025-01-11 05:45:00,223.92,0.002,0.37,0.18,0.0935
node3,residential,2025-01-11 06:00:00,228.78,0.004,1.0,0.44,0.2506
node3,residential,2025-01-11 06:15:00,235.81,0.004,0.83,0.4,0.2076
node3,residential,2025-01-11 06:30:00,219.47,0.004,0.92,0.41,0.2291
node3,residential,2025-01-11 06:45:00,236.38,0.004,0.88,0.4,0.2208
node3,residential,2025-01-11 07:00:00,224.18,0.004,0.96,0.46,0.2404
node3,residential,2025-01-11 07:15:00,236.68,0.004,0.83,0.4,0.2083
node3,residential,2025-01-11 07:30:00,238.03,0.004,0.93,0.46,0.2334
node3,residential,2025-01-11 07:45:00,230.85,0.005,1.06,0.53,0.2649
node3,residential,2025-01-11 08:00:00,219.2,0.004,0.97,0.48,0.2426
node3,residential,2025-01-11 08:15:00,235.81,0.004,1.03,0.49,0.2566
node3,residential,2025-01-11 08:30:00,235.55,0.005,1.18,0.55,0.2953
node3,residential,2025-01-11 08:45:00,226.91,0.004,0.82,0.41,0.2038
node3,residential,2025-01-11 09:00:00,220.85,0.002,0.42,0.21,0.106
node3,residential,2025-01-11 09:15:00,233.13,0.001,0.3,0.14,0.0754
node3,residential,2025-01-11 09:30:00,240.06,0.002,0.46,0.21,0.114
node3,residential,2025-01-11 09:45:00,240.76,0.001,0.29,0.15,0.0716
node3,residential,2025-01-11 10:00:00,223.46,0.001,0.25,0.11,0.0635
node3,residential,2025-01-11 10:15:00,220.55,0.001,0.27,0.13,0.0663
node3,residential,2025-01-11 10:30:00,219.49,0.002,0.43,0.22,0.108
node3,residential,2025-01-11 10:45:00,220.88,0.002,0.34,0.16,0.0852
node3,residential,2025-01-11 11:00:00,238.79,0.002,0.37,0.17,0.0919
node3,residential,2025-01-11 11:15:00,220.13,0.002,0.46,0.22,0.1139
node3,residential,2025-01-11 11:30:00,219.39,0.001,0.24,0.13,0.0599
node3,residential,2025-01-11 11:45:00,222.33,0.002,0.39,0.16,0.0967
node3,residential,2025-01-11 12:00:00,235.51,0.002,0.46,0.22,0.1149
node3,residential,2025-01-11 12:15:00,219.12,0.002,0.46,0.2,0.1146
node3,residential,2025-01-11 12:30:00,225.88,0.001,0.28,0.14,0.0688
node3,residential,2025-01-11 12:45:00,241.24,0.002,0.38,0.19,0.0951
node3,residential,2025-01-11 13:00:00,233.97,0.001,0.29,0.13,0.0728
node3,residential,2025-01-11 13:15:00,232.12,0.001,0.21,0.14,0.0517
node3,residential,2025-01-11 13:30:00,221.94,0.001,0.27,0.14,0.0677
node3,residential,2025-01-11 13:45:00,235.57,0.001,0.34,0.17,0.0841
node3,residential,2025-01-11 14:00:00,219.52,0.001,0.29,0.16,0.0733
node3,residential,2025-01-11 14:15:00,240.58,0.001,0.24,0.15,0.0612
node3,residential,2025-01-11 14:30:00,231.44,0.002,0.44,0.2,0.1099
node3,residential,2025-01-11 14:45:00,239.28,0.001,0.31,0.17,0.0775
node3,residential,2025-01-11 15:00:00,230.81,0.002,0.49,0.25,0.1236
node3,residential,2025-01-11 15:15:00,224.97,0.002,0.39,0.18,0.0982
node3,residential,2025-01-11 15:30:00,224.51,0.001,0.33,0.19,0.0832
node3,residential,2025-01-11 15:45:00,234.36,0.001,0.27,0.13,0.0685
node3,residential,2025-01-11 16:00:00,233.08,0.002,0.4,0.21,0.0995
node3,residential,2025-01-11 16:15:00,222.1,0.002,0.43,0.2,0.1087
node3,residential,2025-01-11 16:30:00,219.43,0.002,0.48,0.23,0.1205
node3,residential,2025-01-11 16:45:00,225.26,0.002,0.42,0.21,0.1043
node3,residential,2025-01-11 17:00:00,225.1,0.002,0.37,0.21,0.0917
node3,residential,2025-01-11 17:15:00,233.79,0.001,0.32,0.14,0.0791
node3,residential,2025-01-11 17:30:00,224.65,0.002,0.37,0.17,0.0926
node3,residential,2025-01-11 17:45:00,235.68,0.001,0.31,0.17,0.077
node3,residential,2025-01-11 18:00:00,228.64,0.006,1.32,0.63,0.3297
node3,residential,2025-01-11 18:15:00,229.94,0.005,1.11,0.51,0.2785
node3,residential,2025-01-11 18:30:00,219.29,0.005,1.0,0.48,0.2508
node3,residential,2025-01-11 18:45:00,226.62,0.006,1.32,0.59,0.3308
node3,residential,2025-01-11 19:00:00,221.57,0.007,1.5,0.74,0.3743
node3,residential,2025-01-11 19:15:00,239.96,0.005,1.29,0.66,0.3225
node3,residential,2025-01-11 19:30:00,223.23,0.005,1.22,0.59,0.3043
node3,residential,2025-01-11 19:45:00,230.1,0.005,1.06,0.52,0.2643
node3,residential,2025-01-11 20:00:00,218.66,0.004,0.94,0.45,0.2349
node3,residential,2025-01-11 20:15:00,240.96,0.006,1.34,0.63,0.3349
node3,residential,2025-01-11 20:30:00,227.76,0.006,1.33,0.64,0.3326
node3,residential,2025-01-11 20:45:00,234.92,0.004,0.95,0.47,0.2381
node3,residential,2025-01-11 21:00:00,236.74,0.004,1.06,0.52,0.2655
node3,residential,2025-01-11 21:15:00,230.0,0.005,1.24,0.62,0.3106
node3,residential,2025-01-11 21:30:00,228.16,0.004,0.99,0.49,0.2464
node3,residential,2025-01-11 21:45:00,225.82,0.005,1.22,0.56,0.3062
node3,residential,2025-01-11 22:00:00,231.4,0.001,0.24,0.11,0.0603
node3,residential,2025-01-11 22:15:00,237.21,0.002,0.49,0.23,0.1228
node3,residential,2025-01-11 22:30:00,230.92,0.001,0.33,0.18,0.0823
node3,residential,2025-01-11 22:45:00,227.71,0.002,0.38,0.18,0.0943
node3,residential,2025-01-11 23:00:00,233.73,0.001,0.22,0.14,0.0555
node3,residential,2025-01-11 23:15:00,223.02,0.001,0.27,0.11,0.0669
node3,residential,2025-01-11 23:30:00,237.11,0.002,0.37,0.16,0.0921
node3,residential,2025-01-11 23:45:00,222.43,0.002,0.5,0.23,0.1243
node3,residential,2025-01-12 00:00:00,224.43,0.001,0.3,0.13,0.0745
node3,residential,2025-01-12 00:15:00,226.95,0.001,0.33,0.15,0.0835
node3,residential,2025-01-12 00:30:00,234.69,0.001,0.34,0.17,0.0847
node3,residential,2025-01-12 00:45:00,229.21,0.002,0.44,0.18,0.1093
node3,residential,2025-01-12 01:00:00,234.59,0.001,0.29,0.13,0.0731
node3,residential,2025-01-12 01:15:00,221.88,0.002,0.33,0.17,0.0836
